timestamp,username,account_type,src_ip,target,protocol,success,anomaly_type,is_anomaly
2024-01-02 08:42:00,svc_backup,service,162.150.16.16,storage-mgmt,tacacs,1,normal,0
2024-01-02 08:55:00,net_admin2,admin,172.18.112.25,router-core,tacacs,1,normal,0
2024-01-02 09:05:00,mwilliams,user,73.15.112.1,vpn,radius,1,normal,0
2024-01-02 09:14:00,svc_backup,service,162.150.5.13,storage-mgmt,tacacs,1,normal,0
2024-01-02 09:15:00,svc_deploy,service,184.29.50.1,deploy-host,tacacs,1,normal,0
2024-01-02 10:19:00,fieldtech_b,field,73.2.144.50,cmts-mgmt,radius,1,normal,0
2024-01-02 11:09:00,jsmith,user,96.4.0.100,vpn,radius,1,normal,0
2024-01-02 11:14:00,svc_backup,service,162.150.17.3,storage-mgmt,tacacs,1,normal,0
2024-01-02 11:16:00,svc_backup,service,162.150.18.12,storage-mgmt,tacacs,1,normal,0
2024-01-02 11:21:00,svc_monitor,service,69.252.85.8,cmts-mgmt,tacacs,1,normal,0
2024-01-02 11:25:00,svc_backup,service,69.252.95.19,storage-mgmt,tacacs,1,normal,0
2024-01-02 11:41:00,alopez,user,172.17.128.15,vpn,radius,1,normal,0
2024-01-02 13:28:00,jsmith,user,96.14.96.100,intranet,radius,1,normal,0
2024-01-02 13:48:00,svc_deploy,service,162.150.3.16,git-runner,tacacs,1,normal,0
2024-01-02 14:08:00,svc_monitor,service,172.16.96.15,cmts-mgmt,tacacs,1,normal,0
2024-01-02 15:47:00,fieldtech_b,field,96.17.144.100,cmts-mgmt,radius,1,normal,0
2024-01-02 16:43:00,svc_deploy,service,184.29.69.3,git-runner,tacacs,1,normal,0
2024-01-02 17:24:00,jsmith,user,96.0.48.200,vpn,radius,1,normal,0
2024-01-02 19:24:00,svc_monitor,service,184.29.60.12,cmts-mgmt,tacacs,1,normal,0
2024-01-02 19:39:00,svc_backup,service,162.150.18.1,backup-svr,tacacs,1,normal,0
2024-01-02 23:22:00,svc_monitor,service,184.29.58.14,router-mgmt,tacacs,1,normal,0
2024-01-02 23:30:00,svc_monitor,service,69.252.84.18,cmts-mgmt,tacacs,1,normal,0
2024-01-03 01:38:00,svc_monitor,service,69.252.81.2,cmts-mgmt,tacacs,1,normal,0
2024-01-03 02:21:00,svc_backup,service,162.150.3.17,backup-svr,tacacs,1,normal,0
2024-01-03 02:30:00,svc_backup,service,184.29.64.15,backup-svr,tacacs,1,normal,0
2024-01-03 02:59:00,svc_backup,service,162.150.11.7,backup-svr,tacacs,1,normal,0
2024-01-03 04:22:00,net_admin1,admin,50.200.4.1,firewall,tacacs,1,off_hours_admin,1
2024-01-03 04:22:00,svc_backup,service,69.252.95.8,backup-svr,tacacs,1,normal,0
2024-01-03 06:07:00,fieldtech_b,field,10.4.0.30,cmts-mgmt,radius,1,normal,0
2024-01-03 07:19:00,svc_monitor,service,184.29.69.1,cmts-mgmt,tacacs,1,normal,0
2024-01-03 08:34:00,svc_monitor,service,172.19.240.15,cmts-mgmt,tacacs,1,normal,0
2024-01-03 09:09:00,fieldtech_b,field,73.5.64.50,provisioning,radius,1,normal,0
2024-01-03 09:09:00,fieldtech_b,field,73.28.208.50,cmts-mgmt,radius,1,normal,0
2024-01-03 11:29:00,svc_monitor,service,69.252.94.12,router-mgmt,tacacs,1,normal,0
2024-01-03 11:30:00,svc_monitor,service,172.19.16.5,router-mgmt,tacacs,1,normal,0
2024-01-03 12:37:00,svc_backup,service,69.252.82.17,storage-mgmt,tacacs,1,normal,0
2024-01-03 12:51:00,svc_monitor,service,172.18.16.25,router-mgmt,tacacs,1,normal,0
2024-01-03 14:29:00,rjohnson,user,96.5.128.200,vpn,radius,1,normal,0
2024-01-03 14:38:00,net_admin2,admin,162.150.12.14,router-core,tacacs,1,normal,0
2024-01-03 14:50:00,svc_deploy,service,162.150.19.8,git-runner,tacacs,1,normal,0
2024-01-03 14:52:00,alopez,user,73.26.0.1,intranet,radius,1,normal,0
2024-01-03 15:02:00,net_admin2,admin,172.16.144.25,router-core,tacacs,1,normal,0
2024-01-03 15:43:00,alopez,user,73.4.112.1,vpn,radius,1,normal,0
2024-01-03 16:20:00,jsmith,user,10.4.224.40,intranet,radius,0,normal,0
2024-01-03 16:20:00,svc_monitor,service,184.29.61.19,cmts-mgmt,tacacs,1,normal,0
2024-01-03 16:46:00,svc_deploy,service,162.150.0.10,git-runner,tacacs,1,normal,0
2024-01-03 16:57:00,fieldtech_b,field,96.29.64.1,provisioning,radius,1,normal,0
2024-01-03 17:49:00,net_admin1,admin,69.252.84.11,router-core,tacacs,1,normal,0
2024-01-03 17:59:00,tchan,user,100.74.144.3,vpn,radius,1,normal,0
2024-01-03 18:01:00,svc_backup,service,162.150.6.12,storage-mgmt,tacacs,1,normal,0
2024-01-03 18:05:00,fieldtech_a,field,73.30.112.50,provisioning,radius,1,normal,0
2024-01-03 18:53:00,fieldtech_b,field,96.8.80.1,provisioning,radius,1,normal,0
2024-01-03 19:03:00,svc_backup,service,69.252.80.2,storage-mgmt,tacacs,1,normal,0
2024-01-03 19:12:00,fieldtech_a,field,73.12.0.50,cmts-mgmt,radius,1,normal,0
2024-01-03 19:31:00,svc_deploy,service,162.150.0.14,deploy-host,tacacs,1,normal,0
2024-01-03 21:10:00,svc_backup,service,162.150.2.4,storage-mgmt,tacacs,1,normal,0
2024-01-03 22:22:00,svc_monitor,service,69.252.86.16,router-mgmt,tacacs,1,normal,0
2024-01-04 01:10:00,svc_monitor,service,172.18.0.15,cmts-mgmt,tacacs,1,normal,0
2024-01-04 02:55:00,svc_backup,service,69.252.99.11,backup-svr,tacacs,1,normal,0
2024-01-04 03:03:00,svc_monitor,service,69.252.88.17,cmts-mgmt,tacacs,1,normal,0
2024-01-04 03:04:00,svc_monitor,service,69.252.96.1,cmts-mgmt,tacacs,1,normal,0
2024-01-04 07:44:00,svc_deploy,service,184.29.55.10,git-runner,tacacs,1,normal,0
2024-01-04 07:48:00,svc_backup,service,184.29.67.14,backup-svr,tacacs,0,normal,0
2024-01-04 07:51:00,svc_monitor,service,184.29.52.6,cmts-mgmt,tacacs,1,normal,0
2024-01-04 08:06:00,fieldtech_b,field,100.67.208.1,cmts-mgmt,radius,1,normal,0
2024-01-04 08:43:00,fieldtech_b,field,100.65.80.2,provisioning,radius,1,normal,0
2024-01-04 08:55:00,net_admin2,admin,162.150.2.8,router-core,tacacs,1,normal,0
2024-01-04 09:29:00,mwilliams,user,10.4.224.30,vpn,radius,1,normal,0
2024-01-04 11:08:00,svc_deploy,service,162.150.15.19,git-runner,tacacs,1,normal,0
2024-01-04 11:30:00,svc_backup,service,162.150.18.1,storage-mgmt,tacacs,1,normal,0
2024-01-04 14:25:00,jsmith,user,100.67.40.3,intranet,radius,1,normal,0
2024-01-04 15:23:00,svc_backup,service,69.252.96.6,storage-mgmt,tacacs,1,normal,0
2024-01-04 17:46:00,svc_deploy,service,162.150.17.15,deploy-host,tacacs,1,normal,0
2024-01-04 17:58:00,svc_backup,service,184.29.55.12,storage-mgmt,tacacs,1,normal,0
2024-01-04 20:59:00,svc_backup,service,69.252.85.2,storage-mgmt,tacacs,1,normal,0
2024-01-04 23:58:00,svc_backup,service,184.29.63.12,storage-mgmt,tacacs,1,normal,0
2024-01-05 00:50:00,svc_backup,service,69.252.91.10,backup-svr,tacacs,1,normal,0
2024-01-05 01:19:00,svc_backup,service,184.29.69.9,backup-svr,tacacs,1,normal,0
2024-01-05 01:51:00,svc_monitor,service,184.29.53.2,router-mgmt,tacacs,0,normal,0
2024-01-05 02:10:00,svc_monitor,service,69.252.84.18,cmts-mgmt,tacacs,1,normal,0
2024-01-05 03:35:00,svc_deploy,service,184.29.57.16,deploy-host,tacacs,1,normal,0
2024-01-05 03:36:00,net_admin1,admin,172.18.176.15,router-core,tacacs,1,off_hours_admin,1
2024-01-05 05:44:00,svc_monitor,service,184.29.62.9,cmts-mgmt,tacacs,1,normal,0
2024-01-05 06:18:00,svc_deploy,service,162.150.19.15,deploy-host,tacacs,1,normal,0
2024-01-05 08:17:00,svc_monitor,service,172.19.160.15,cmts-mgmt,tacacs,1,normal,0
2024-01-05 08:20:00,svc_monitor,service,172.17.96.25,router-mgmt,tacacs,1,normal,0
2024-01-05 08:21:00,rjohnson,user,50.200.19.1,webmail,radius,1,normal,0
2024-01-05 08:51:00,rjohnson,user,50.200.3.1,webmail,radius,1,normal,0
2024-01-05 09:05:00,svc_monitor,service,172.18.128.5,router-mgmt,tacacs,1,normal,0
2024-01-05 09:43:00,svc_monitor,service,184.29.63.9,cmts-mgmt,tacacs,1,normal,0
2024-01-05 10:00:00,svc_deploy,service,184.29.69.15,deploy-host,tacacs,1,normal,0
2024-01-05 10:14:00,svc_monitor,service,172.19.48.15,cmts-mgmt,tacacs,1,normal,0
2024-01-05 11:23:00,mwilliams,user,10.1.64.30,vpn,radius,1,normal,0
2024-01-05 12:16:00,net_admin2,admin,162.150.3.16,switch-mgmt,tacacs,1,normal,0
2024-01-05 12:17:00,svc_backup,service,69.252.83.16,storage-mgmt,tacacs,1,normal,0
2024-01-05 12:41:00,svc_monitor,service,69.252.85.5,cmts-mgmt,tacacs,1,normal,0
2024-01-05 12:44:00,fieldtech_b,field,10.3.224.50,provisioning,radius,1,normal,0
2024-01-05 13:57:00,jsmith,user,10.2.0.40,webmail,radius,1,normal,0
2024-01-05 15:04:00,tchan,user,100.68.248.3,vpn,radius,1,normal,0
2024-01-05 15:06:00,svc_backup,service,184.29.53.12,backup-svr,tacacs,1,normal,0
2024-01-05 16:34:00,fieldtech_a,field,100.90.48.1,provisioning,radius,1,normal,0
2024-01-05 16:51:00,svc_backup,service,69.252.94.12,storage-mgmt,tacacs,1,normal,0
2024-01-05 16:57:00,svc_monitor,service,184.29.51.13,cmts-mgmt,tacacs,1,normal,0
2024-01-05 17:09:00,svc_deploy,service,184.29.58.15,git-runner,tacacs,1,normal,0
2024-01-05 17:10:00,mwilliams,user,69.252.99.5,vpn,radius,1,impossible_velocity,1
2024-01-05 17:12:00,mwilliams,user,162.150.0.1,vpn,radius,1,impossible_velocity,1
2024-01-05 17:15:00,svc_monitor,service,69.252.94.4,router-mgmt,tacacs,1,normal,0
2024-01-05 17:34:00,alopez,user,10.4.32.20,vpn,radius,1,normal,0
2024-01-05 17:41:00,svc_backup,service,69.252.91.2,storage-mgmt,tacacs,1,normal,0
2024-01-05 17:54:00,svc_monitor,service,184.29.52.12,cmts-mgmt,tacacs,1,normal,0
2024-01-05 18:57:00,svc_backup,service,184.29.63.4,storage-mgmt,tacacs,1,normal,0
2024-01-05 19:00:00,svc_deploy,service,184.29.60.5,git-runner,tacacs,1,normal,0
2024-01-05 19:23:00,svc_deploy,service,162.150.1.6,deploy-host,tacacs,1,normal,0
2024-01-05 21:11:00,svc_backup,service,162.150.6.13,backup-svr,tacacs,1,normal,0
2024-01-05 21:15:00,svc_monitor,service,69.252.97.7,cmts-mgmt,tacacs,1,normal,0
2024-01-05 22:24:00,svc_deploy,service,184.29.64.6,git-runner,tacacs,1,normal,0
2024-01-05 22:30:00,svc_deploy,service,162.150.11.2,deploy-host,tacacs,1,normal,0
2024-01-06 01:48:00,svc_monitor,service,184.29.52.8,cmts-mgmt,tacacs,1,normal,0
2024-01-06 02:55:00,svc_deploy,service,162.150.10.13,deploy-host,tacacs,1,normal,0
2024-01-06 03:00:00,svc_deploy,service,184.29.60.1,deploy-host,tacacs,1,normal,0
2024-01-06 04:29:00,svc_backup,service,69.252.90.6,backup-svr,tacacs,1,normal,0
2024-01-06 05:45:00,svc_monitor,service,69.252.93.17,router-mgmt,tacacs,1,normal,0
2024-01-06 05:52:00,svc_deploy,service,162.150.5.10,git-runner,tacacs,1,normal,0
2024-01-06 05:53:00,svc_backup,service,69.252.82.6,storage-mgmt,tacacs,1,normal,0
2024-01-06 07:30:00,fieldtech_b,field,10.2.192.10,cmts-mgmt,radius,1,normal,0
2024-01-06 07:41:00,svc_backup,service,69.252.81.16,backup-svr,tacacs,1,normal,0
2024-01-06 08:10:00,jsmith,user,69.252.91.1,vpn,radius,1,impossible_velocity,1
2024-01-06 08:13:00,jsmith,user,162.150.11.9,vpn,radius,1,impossible_velocity,1
2024-01-06 08:46:00,svc_deploy,service,184.29.68.15,deploy-host,tacacs,1,normal,0
2024-01-06 08:57:00,rjohnson,user,50.200.18.1,vpn,radius,1,normal,0
2024-01-06 10:40:00,tchan,user,100.86.128.1,vpn,radius,1,normal,0
2024-01-06 10:45:00,root,root,185.220.31.50,router-core,tacacs,0,root_login,1
2024-01-06 10:58:00,svc_monitor,service,69.252.99.18,cmts-mgmt,tacacs,1,normal,0
2024-01-06 11:02:00,tchan,user,96.2.128.100,webmail,radius,1,normal,0
2024-01-06 11:09:00,fieldtech_b,field,10.1.128.10,cmts-mgmt,radius,1,normal,0
2024-01-06 11:20:00,fieldtech_a,field,73.8.96.1,cmts-mgmt,radius,1,normal,0
2024-01-06 11:25:00,fieldtech_b,field,96.31.48.1,provisioning,radius,1,normal,0
2024-01-06 11:25:00,svc_monitor,service,69.252.93.7,router-mgmt,tacacs,1,normal,0
2024-01-06 11:29:00,net_admin2,admin,184.29.54.11,router-core,tacacs,1,normal,0
2024-01-06 11:42:00,svc_deploy,service,184.29.58.11,git-runner,tacacs,1,normal,0
2024-01-06 12:20:00,svc_deploy,service,162.150.15.3,git-runner,tacacs,1,normal,0
2024-01-06 12:32:00,svc_backup,service,184.29.51.4,storage-mgmt,tacacs,1,normal,0
2024-01-06 12:41:00,svc_monitor,service,184.29.63.8,cmts-mgmt,tacacs,1,normal,0
2024-01-06 13:52:00,svc_monitor,service,69.252.83.16,router-mgmt,tacacs,1,normal,0
2024-01-06 14:10:00,net_admin2,admin,172.19.192.25,router-core,tacacs,1,normal,0
2024-01-06 14:53:00,net_admin1,admin,69.252.91.17,router-core,tacacs,1,normal,0
2024-01-06 14:54:00,rjohnson,user,96.14.64.100,webmail,radius,1,normal,0
2024-01-06 14:59:00,alopez,user,10.4.160.50,intranet,radius,1,normal,0
2024-01-06 15:00:00,net_admin1,admin,172.16.0.5,cmts,tacacs,0,normal,0
2024-01-06 15:19:00,svc_backup,service,184.29.62.5,storage-mgmt,tacacs,1,normal,0
2024-01-06 15:21:00,mwilliams,user,50.200.13.1,intranet,radius,1,normal,0
2024-01-06 15:35:00,net_admin1,admin,50.200.11.1,router-core,tacacs,1,normal,0
2024-01-06 16:31:00,jsmith,user,10.1.32.50,webmail,radius,1,normal,0
2024-01-06 17:09:00,svc_deploy,service,184.29.57.6,deploy-host,tacacs,1,normal,0
2024-01-06 17:27:00,svc_deploy,service,162.150.3.16,git-runner,tacacs,1,normal,0
2024-01-06 20:07:00,svc_monitor,service,172.19.240.15,router-mgmt,tacacs,1,normal,0
2024-01-06 22:15:00,svc_backup,service,162.150.8.2,backup-svr,tacacs,1,normal,0
2024-01-07 03:29:00,svc_monitor,service,172.19.0.25,cmts-mgmt,tacacs,1,normal,0
2024-01-07 04:54:00,svc_deploy,service,162.150.12.14,deploy-host,tacacs,1,normal,0
2024-01-07 06:48:00,fieldtech_b,field,10.4.224.20,cmts-mgmt,radius,1,normal,0
2024-01-07 07:05:00,svc_backup,service,162.150.10.3,storage-mgmt,tacacs,0,normal,0
2024-01-07 07:32:00,svc_backup,service,69.252.93.11,storage-mgmt,tacacs,1,normal,0
2024-01-07 07:49:00,fieldtech_a,field,10.4.160.50,provisioning,radius,1,normal,0
2024-01-07 08:12:00,svc_deploy,service,184.29.56.17,deploy-host,tacacs,1,normal,0
2024-01-07 08:30:00,net_admin2,admin,184.29.64.2,router-core,tacacs,1,normal,0
2024-01-07 08:30:00,svc_backup,service,184.29.63.5,backup-svr,tacacs,1,normal,0
2024-01-07 09:37:00,svc_deploy,service,184.29.59.6,deploy-host,tacacs,1,normal,0
2024-01-07 09:47:00,alopez,user,73.13.112.1,vpn,radius,1,normal,0
2024-01-07 09:53:00,svc_deploy,service,184.29.53.8,deploy-host,tacacs,1,normal,0
2024-01-07 10:18:00,jsmith,user,96.12.16.200,intranet,radius,1,normal,0
2024-01-07 10:49:00,net_admin1,admin,50.200.5.1,cmts,tacacs,1,normal,0
2024-01-07 12:03:00,fieldtech_b,field,10.1.0.40,cmts-mgmt,radius,1,normal,0
2024-01-07 12:14:00,svc_backup,service,69.252.91.6,storage-mgmt,tacacs,1,normal,0
2024-01-07 12:16:00,mwilliams,user,73.21.0.1,vpn,radius,1,normal,0
2024-01-07 12:19:00,svc_backup,service,69.252.98.5,storage-mgmt,tacacs,1,normal,0
2024-01-07 12:40:00,rjohnson,user,50.200.11.1,webmail,radius,1,normal,0
2024-01-07 12:40:00,svc_backup,service,69.252.89.10,backup-svr,tacacs,1,normal,0
2024-01-07 12:47:00,net_admin2,admin,172.19.80.5,switch-mgmt,tacacs,1,normal,0
2024-01-07 14:00:00,svc_deploy,service,162.150.2.19,deploy-host,tacacs,1,normal,0
2024-01-07 14:25:00,svc_monitor,service,69.252.95.8,cmts-mgmt,tacacs,1,normal,0
2024-01-07 14:39:00,fieldtech_b,field,96.19.0.1,cmts-mgmt,radius,1,normal,0
2024-01-07 14:50:00,svc_monitor,service,184.29.62.15,router-mgmt,tacacs,1,normal,0
2024-01-07 14:51:00,svc_deploy,service,184.29.52.8,git-runner,tacacs,1,normal,0
2024-01-07 15:03:00,mwilliams,user,73.27.16.150,sharepoint,radius,1,normal,0
2024-01-07 15:10:00,svc_monitor,service,184.29.55.19,cmts-mgmt,tacacs,1,normal,0
2024-01-07 15:10:00,jsmith,user,69.252.93.5,vpn,radius,1,impossible_velocity,1
2024-01-07 15:13:00,jsmith,user,162.150.0.12,vpn,radius,1,impossible_velocity,1
2024-01-07 15:18:00,svc_backup,service,162.150.4.8,backup-svr,tacacs,1,normal,0
2024-01-07 15:21:00,net_admin2,admin,172.19.224.25,router-core,tacacs,1,normal,0
2024-01-07 15:33:00,rjohnson,user,96.10.192.100,webmail,radius,1,normal,0
2024-01-07 16:00:00,net_admin1,admin,172.16.0.5,firewall,tacacs,1,normal,0
2024-01-07 16:03:00,net_admin1,admin,50.200.13.1,router-core,tacacs,1,normal,0
2024-01-07 16:10:00,mwilliams,user,73.25.192.150,vpn,radius,1,normal,0
2024-01-07 16:25:00,svc_monitor,service,69.252.98.15,cmts-mgmt,tacacs,1,normal,0
2024-01-07 17:37:00,svc_backup,service,162.150.19.12,backup-svr,tacacs,1,normal,0
2024-01-07 17:53:00,tchan,user,10.2.224.10,vpn,radius,1,normal,0
2024-01-07 18:05:00,svc_deploy,service,162.150.8.5,deploy-host,tacacs,1,normal,0
2024-01-07 18:14:00,tchan,user,96.19.64.1,vpn,radius,1,normal,0
2024-01-07 18:52:00,net_admin1,admin,50.200.16.1,firewall,tacacs,1,normal,0
2024-01-07 18:53:00,svc_deploy,service,162.150.6.11,deploy-host,tacacs,1,normal,0
2024-01-07 20:27:00,svc_backup,service,184.29.54.4,storage-mgmt,tacacs,1,normal,0
2024-01-07 21:24:00,svc_deploy,service,162.150.6.17,deploy-host,tacacs,1,normal,0
2024-01-08 00:55:00,svc_monitor,service,184.29.63.6,cmts-mgmt,tacacs,1,normal,0
2024-01-08 01:35:00,svc_backup,service,162.150.14.6,backup-svr,tacacs,1,normal,0
2024-01-08 02:14:00,svc_backup,service,69.252.90.8,backup-svr,tacacs,1,normal,0
2024-01-08 02:26:00,svc_deploy,service,162.150.7.13,git-runner,tacacs,1,normal,0
2024-01-08 04:50:00,svc_backup,service,162.150.8.19,backup-svr,tacacs,1,normal,0
2024-01-08 04:53:00,svc_monitor,service,69.252.85.16,cmts-mgmt,tacacs,1,normal,0
2024-01-08 05:46:00,svc_deploy,service,184.29.52.10,git-runner,tacacs,1,normal,0
2024-01-08 06:38:00,svc_monitor,service,172.17.16.15,cmts-mgmt,tacacs,1,normal,0
2024-01-08 06:42:00,svc_monitor,service,172.17.0.5,cmts-mgmt,tacacs,1,normal,0
2024-01-08 09:32:00,mwilliams,user,50.200.3.1,vpn,radius,1,normal,0
2024-01-08 10:07:00,mwilliams,user,73.17.208.150,sharepoint,radius,1,normal,0
2024-01-08 10:57:00,net_admin2,admin,172.17.96.25,router-core,tacacs,1,normal,0
2024-01-08 11:33:00,svc_monitor,service,69.252.99.13,router-mgmt,tacacs,0,normal,0
2024-01-08 11:34:00,jsmith,user,10.1.160.40,webmail,radius,1,normal,0
2024-01-08 12:18:00,svc_monitor,service,172.16.0.5,router-mgmt,tacacs,1,normal,0
2024-01-08 15:04:00,net_admin2,admin,172.16.0.25,router-core,tacacs,1,normal,0
2024-01-08 15:31:00,root,root,185.220.54.50,firewall,radius,0,root_login,1
2024-01-08 15:53:00,svc_backup,service,184.29.52.18,storage-mgmt,tacacs,1,normal,0
2024-01-08 16:51:00,svc_deploy,service,162.150.15.4,git-runner,tacacs,1,normal,0
2024-01-08 17:24:00,svc_monitor,service,69.252.91.4,router-mgmt,tacacs,1,normal,0
2024-01-08 18:48:00,svc_monitor,service,69.252.82.5,router-mgmt,tacacs,1,normal,0
2024-01-08 19:35:00,svc_backup,service,69.252.86.4,backup-svr,tacacs,1,normal,0
2024-01-08 22:28:00,svc_monitor,service,69.252.82.4,router-mgmt,tacacs,1,normal,0
2024-01-08 22:44:00,svc_deploy,service,162.150.15.15,git-runner,tacacs,1,normal,0
2024-01-09 00:59:00,svc_monitor,service,69.252.90.15,router-mgmt,tacacs,1,normal,0
2024-01-09 05:23:00,svc_monitor,service,172.19.16.5,router-mgmt,tacacs,1,normal,0
2024-01-09 06:31:00,svc_monitor,service,184.29.56.3,cmts-mgmt,tacacs,1,normal,0
2024-01-09 08:24:00,fieldtech_a,field,10.2.160.10,cmts-mgmt,radius,1,normal,0
2024-01-09 08:38:00,svc_deploy,service,184.29.56.16,deploy-host,tacacs,1,normal,0
2024-01-09 08:43:00,net_admin2,admin,172.16.224.25,switch-mgmt,tacacs,1,normal,0
2024-01-09 09:06:00,net_admin2,admin,184.29.51.2,router-core,tacacs,1,normal,0
2024-01-09 09:24:00,alopez,user,10.2.0.10,intranet,radius,1,normal,0
2024-01-09 09:31:00,svc_monitor,service,69.252.86.12,router-mgmt,tacacs,1,normal,0
2024-01-09 09:49:00,svc_monitor,service,172.17.48.15,router-mgmt,tacacs,1,normal,0
2024-01-09 09:57:00,svc_backup,service,69.252.87.12,backup-svr,tacacs,1,normal,0
2024-01-09 10:15:00,svc_monitor,service,184.29.60.2,cmts-mgmt,tacacs,1,normal,0
2024-01-09 11:20:00,fieldtech_b,field,10.1.64.10,cmts-mgmt,radius,1,normal,0
2024-01-09 12:11:00,net_admin1,admin,172.18.144.25,router-core,tacacs,1,normal,0
2024-01-09 12:30:00,svc_deploy,service,162.150.9.11,git-runner,tacacs,1,normal,0
2024-01-09 12:38:00,svc_backup,service,69.252.99.17,storage-mgmt,tacacs,1,normal,0
2024-01-09 13:01:00,svc_monitor,service,69.252.83.16,router-mgmt,tacacs,1,normal,0
2024-01-09 13:03:00,net_admin1,admin,172.19.128.25,firewall,tacacs,1,normal,0
2024-01-09 13:47:00,fieldtech_a,field,172.19.208.5,firewall,tacacs,1,lateral_movement,1
2024-01-09 15:01:00,svc_deploy,service,184.29.55.1,git-runner,tacacs,1,normal,0
2024-01-09 16:32:00,svc_deploy,service,162.150.9.17,git-runner,tacacs,1,normal,0
2024-01-09 16:34:00,net_admin1,admin,69.252.84.12,firewall,tacacs,1,normal,0
2024-01-09 17:14:00,fieldtech_b,field,73.24.176.50,cmts-mgmt,radius,1,normal,0
2024-01-09 17:15:00,net_admin1,admin,50.200.2.1,cmts,tacacs,1,normal,0
