timestamp,username,account_type,src_ip,target,protocol,success,anomaly_type,is_anomaly,hour,dayofweek,hour_sin,hour_cos,is_off_hours,is_weekend,ip_class,is_external_ip,is_datacenter,is_internal,acct_risk_score,protocol_enc,target_mismatch,user_total_events,user_fail_rate,user_mean_hour,user_ip_variety,user_target_variety,hour_deviation,ts_unix,velocity_10min,kmeans_cluster,dbscan_cluster,dbscan_outlier,pca_x,pca_y,risk_score,risk_flags,risk_score_norm,severity
2024-01-01 11:10:00,alopez,user,69.252.94.1,vpn,radius,1,impossible_velocity,1,11,0,0.258819045102521,-0.9659258262890682,0,0,datacenter,0,1,0,1,0,0,34,0.05882352941176472,11.529411764705882,33,2,0.5294117647058822,1704107400,1,8,5,0,-1.8097710304147703,-0.6169221505245569,0.0,NONE,0.0,INFO
2024-01-01 11:13:00,alopez,user,162.150.13.4,vpn,radius,1,impossible_velocity,1,11,0,0.258819045102521,-0.9659258262890682,0,0,datacenter,0,1,0,1,0,0,34,0.05882352941176472,11.529411764705882,33,2,0.5294117647058822,1704107580,2,0,6,0,-1.7326204393559892,-0.9686741972439596,0.0,NONE,0.0,INFO
2024-01-01 11:32:00,jsmith,user,96.27.16.100,intranet,radius,1,normal,0,11,0,0.258819045102521,-0.9659258262890682,0,0,cable_customer,0,0,0,1,0,0,61,0.049180327868852514,12.37704918032787,61,3,1.3770491803278695,1704108720,1,8,4,0,-2.292797940454369,-0.40678542861984146,0.0,NONE,0.0,INFO
2024-01-01 12:19:00,svc_deploy,service,184.29.68.1,git-runner,tacacs,1,normal,0,12,0,1.2246467991473532e-16,-1.0,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,0.7193877551020407,1704111540,1,1,1,0,0.2665029659722668,-1.2238164583708742,0.0,NONE,0.0,INFO
2024-01-01 12:36:00,net_admin1,admin,172.17.176.5,firewall,tacacs,1,normal,0,12,0,1.2246467991473532e-16,-1.0,0,0,rfc1918_mgmt,0,0,1,3,1,0,33,0.030303030303030276,11.06060606060606,29,4,0.9393939393939394,1704112560,1,2,7,0,-1.491497464578292,-0.23437362271561032,0.0,NONE,0.0,INFO
2024-01-01 12:40:00,net_admin1,admin,50.200.4.1,firewall,tacacs,1,normal,0,12,0,1.2246467991473532e-16,-1.0,0,0,vpn_egress,0,0,0,3,1,0,33,0.030303030303030276,11.06060606060606,29,4,0.9393939393939394,1704112800,2,0,-1,1,-0.9916811806554765,-0.616372543926831,1.5,DBSCAN_OUTLIER,1.07,LOW
2024-01-01 12:48:00,tchan,user,96.0.0.1,webmail,radius,1,normal,0,12,0,1.2246467991473532e-16,-1.0,0,0,cable_customer,0,0,0,1,0,0,59,0.03389830508474578,13.474576271186441,59,2,1.4745762711864412,1704113280,1,8,4,0,-2.32458972549284,-0.5168635916853251,0.0,NONE,0.0,INFO
2024-01-01 13:19:00,tchan,user,10.4.224.20,vpn,radius,1,normal,0,13,0,-0.2588190451025208,-0.9659258262890683,0,0,rfc1918_corp,0,0,1,1,0,0,59,0.03389830508474578,13.474576271186441,59,2,0.4745762711864412,1704115140,1,5,2,0,-2.8668798307263814,-0.5632202977199933,0.0,NONE,0.0,INFO
2024-01-01 13:30:00,fieldtech_a,field,100.72.144.3,provisioning,radius,1,normal,0,13,0,-0.2588190451025208,-0.9659258262890683,0,0,cgnat,0,0,0,1,0,0,59,0.10169491525423724,13.389830508474576,58,5,0.3898305084745761,1704115800,1,8,4,0,-2.4845002233300404,-0.3310015733472163,0.0,NONE,0.0,INFO
2024-01-01 14:00:00,tchan,user,100.66.80.2,vpn,radius,1,normal,0,14,0,-0.4999999999999997,-0.8660254037844388,0,0,cgnat,0,0,0,1,0,0,59,0.03389830508474578,13.474576271186441,59,2,0.5254237288135588,1704117600,1,8,4,0,-2.39364611244825,-0.6121903601469627,0.0,NONE,0.0,INFO
2024-01-01 14:22:00,svc_deploy,service,184.29.58.15,deploy-host,tacacs,1,normal,0,14,0,-0.4999999999999997,-0.8660254037844388,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,2.7193877551020407,1704118920,1,1,1,0,0.5629250771753712,-1.2179316829852838,0.0,NONE,0.0,INFO
2024-01-01 16:06:00,jsmith,user,10.3.32.30,vpn,radius,1,normal,0,16,0,-0.8660254037844384,-0.5000000000000004,0,0,rfc1918_corp,0,0,1,1,0,0,61,0.049180327868852514,12.37704918032787,61,3,3.6229508196721305,1704125160,1,5,2,0,-2.230681200177227,-0.3949235335411305,0.0,NONE,0.0,INFO
2024-01-01 16:24:00,jsmith,user,96.3.32.1,intranet,radius,1,normal,0,16,0,-0.8660254037844384,-0.5000000000000004,0,0,cable_customer,0,0,0,1,0,0,61,0.049180327868852514,12.37704918032787,61,3,3.6229508196721305,1704126240,1,8,4,0,-1.8080155073131923,-0.4251704080329482,0.0,NONE,0.0,INFO
2024-01-01 16:46:00,svc_deploy,service,184.29.55.7,git-runner,tacacs,1,normal,0,16,0,-0.8660254037844384,-0.5000000000000004,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,4.719387755102041,1704127560,1,3,1,0,1.004620325673107,-1.1207831884787762,0.0,NONE,0.0,INFO
2024-01-01 17:37:00,svc_deploy,service,162.150.11.17,deploy-host,tacacs,1,normal,0,17,0,-0.9659258262890683,-0.25881904510252063,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,5.719387755102041,1704130620,1,3,1,0,1.264912272058772,-1.0394282988403418,0.0,NONE,0.0,INFO
2024-01-01 18:13:00,fieldtech_b,field,73.19.208.50,cmts-mgmt,radius,1,normal,0,18,0,-1.0,-1.8369701987210297e-16,0,0,cable_customer,0,0,0,1,0,0,37,0.027027027027026973,11.567567567567568,37,2,6.432432432432432,1704132780,1,8,4,0,-1.3229309835111758,-0.2201180171215778,1.0,HOUR_DEV_6H,0.71,LOW
2024-01-01 19:54:00,svc_deploy,service,184.29.64.6,deploy-host,tacacs,1,normal,0,19,0,-0.9659258262890684,0.2588190451025203,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,7.719387755102041,1704138840,1,3,1,0,1.8185527574403526,-0.8269659297072399,1.0,HOUR_DEV_8H,0.71,LOW
2024-01-01 22:34:00,svc_monitor,service,184.29.62.17,router-mgmt,tacacs,1,normal,0,22,0,-0.5000000000000004,0.8660254037844384,0,0,datacenter,0,1,0,2,1,0,179,0.016759776536312887,11.659217877094973,160,2,10.340782122905027,1704148440,1,3,1,0,2.483138996653882,-0.576718350445196,1.0,HOUR_DEV_10H,0.71,LOW
2024-01-02 01:25:00,svc_deploy,service,162.150.9.13,deploy-host,tacacs,1,normal,0,1,1,0.25881904510252074,0.9659258262890683,1,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,10.28061224489796,1704158700,1,4,8,0,3.474782520699438,0.3827942424167074,1.0,HOUR_DEV_10H,0.71,LOW
2024-01-02 01:34:00,svc_monitor,service,172.19.112.15,cmts-mgmt,tacacs,1,normal,0,1,1,0.25881904510252074,0.9659258262890683,1,0,rfc1918_mgmt,0,0,1,2,1,0,179,0.016759776536312887,11.659217877094973,160,2,10.659217877094973,1704159240,1,4,9,0,2.276048932874926,0.6385277045311587,1.0,HOUR_DEV_11H,0.71,LOW
2024-01-02 02:48:00,svc_backup,service,69.252.94.14,storage-mgmt,tacacs,1,normal,0,2,1,0.49999999999999994,0.8660254037844387,1,0,datacenter,0,1,0,2,1,0,97,0.030927835051546393,11.762886597938145,89,4,9.762886597938145,1704163680,1,4,0,0,2.847088548471413,0.5815118457249758,1.0,HOUR_DEV_10H,0.71,LOW
2024-01-02 03:29:00,svc_deploy,service,162.150.6.13,git-runner,tacacs,1,normal,0,3,1,0.7071067811865475,0.7071067811865476,1,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,8.28061224489796,1704166140,1,4,8,0,3.1014481756880374,0.3318815737316056,1.0,HOUR_DEV_8H,0.71,LOW
2024-01-02 06:02:00,svc_deploy,service,184.29.61.6,git-runner,tacacs,1,normal,0,6,1,1.0,6.123233995736766e-17,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,5.280612244897959,1704175320,1,1,1,0,1.4836450683990403,-0.5894775532767443,0.0,NONE,0.0,INFO
2024-01-02 06:39:00,fieldtech_b,field,10.2.64.10,cmts-mgmt,radius,1,normal,0,6,1,1.0,6.123233995736766e-17,0,0,rfc1918_corp,0,0,1,1,0,0,37,0.027027027027026973,11.567567567567568,37,2,5.567567567567568,1704177540,1,5,-1,1,-1.7304777034532919,0.180357676918546,1.5,DBSCAN_OUTLIER,1.07,LOW
2024-01-02 06:42:00,rjohnson,user,50.200.12.1,vpn,radius,1,normal,0,6,1,1.0,6.123233995736766e-17,0,0,vpn_egress,0,0,0,1,0,0,29,0.0,10.137931034482758,27,2,4.137931034482758,1704177720,1,8,4,0,-1.5414987179854438,0.030826349241207734,0.0,NONE,0.0,INFO
2024-01-02 08:57:00,fieldtech_b,field,73.20.128.1,cmts-mgmt,radius,1,normal,0,8,1,0.8660254037844387,-0.4999999999999998,0,0,cable_customer,0,0,0,1,0,0,37,0.027027027027026973,11.567567567567568,37,2,3.5675675675675684,1704185820,1,8,4,0,-1.8592255108830178,-0.08423975032973487,0.0,NONE,0.0,INFO
2024-01-02 09:11:00,net_admin2,admin,184.29.68.4,router-core,tacacs,1,normal,0,9,1,0.7071067811865476,-0.7071067811865475,0,0,datacenter,0,1,0,3,1,0,56,0.017857142857142905,11.5,51,2,2.5,1704186660,1,1,3,0,0.2653040376895428,-0.42571975126841455,0.0,NONE,0.0,INFO
2024-01-02 12:02:00,net_admin1,admin,69.252.90.17,firewall,tacacs,1,normal,0,12,1,1.2246467991473532e-16,-1.0,0,0,datacenter,0,1,0,3,1,0,33,0.030303030303030276,11.06060606060606,29,4,0.9393939393939394,1704196920,1,1,3,0,-0.2933083480536314,-0.5787046586835273,0.0,NONE,0.0,INFO
2024-01-02 12:18:00,svc_deploy,service,162.150.18.16,git-runner,tacacs,1,normal,0,12,1,1.2246467991473532e-16,-1.0,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,0.7193877551020407,1704197880,1,1,1,0,0.2665029659722668,-1.2238164583708742,0.0,NONE,0.0,INFO
2024-01-02 13:35:00,svc_monitor,service,69.252.87.18,cmts-mgmt,tacacs,1,normal,0,13,1,-0.2588190451025208,-0.9659258262890683,0,0,datacenter,0,1,0,2,1,0,179,0.016759776536312887,11.659217877094973,160,2,1.3407821229050274,1704202500,1,1,1,0,0.30034868619048183,-1.346366524073866,0.0,NONE,0.0,INFO
2024-01-02 14:53:00,tchan,user,96.27.176.1,webmail,radius,1,normal,0,14,1,-0.4999999999999997,-0.8660254037844388,0,0,cable_customer,0,0,0,1,0,0,59,0.03389830508474578,13.474576271186441,59,2,0.5254237288135588,1704207180,1,8,4,0,-2.39364611244825,-0.6121903601469627,0.0,NONE,0.0,INFO
2024-01-02 15:10:00,net_admin2,admin,172.19.192.15,router-core,tacacs,1,normal,0,15,1,-0.7071067811865471,-0.7071067811865479,0,0,rfc1918_mgmt,0,0,1,3,1,0,56,0.017857142857142905,11.5,51,2,3.5,1704208200,1,2,7,0,-0.8954367370655311,-0.329848926404456,0.0,NONE,0.0,INFO
2024-01-02 15:47:00,svc_monitor,service,172.18.144.15,router-mgmt,tacacs,1,normal,0,15,1,-0.7071067811865471,-0.7071067811865479,0,0,rfc1918_mgmt,0,0,1,2,1,0,179,0.016759776536312887,11.659217877094973,160,2,3.3407821229050274,1704210420,1,2,10,0,-0.5245060853227782,-0.9511228194208474,0.0,NONE,0.0,INFO
2024-01-02 17:43:00,net_admin2,admin,184.29.60.17,switch-mgmt,tacacs,1,normal,0,17,1,-0.9659258262890683,-0.25881904510252063,0,0,datacenter,0,1,0,3,1,0,56,0.017857142857142905,11.5,51,2,5.5,1704217380,1,3,11,0,0.7995985185203809,-0.5327386046439789,0.0,NONE,0.0,INFO
2024-01-02 17:44:00,jsmith,user,96.21.16.100,webmail,radius,1,normal,0,17,1,-0.9659258262890683,-0.25881904510252063,0,0,cable_customer,0,0,0,1,0,0,61,0.049180327868852514,12.37704918032787,61,3,4.6229508196721305,1704217440,1,8,4,0,-1.5477235609275273,-0.3438155183945136,0.0,NONE,0.0,INFO
2024-01-02 18:23:00,net_admin1,admin,69.252.88.14,cmts,tacacs,1,normal,0,18,1,-1.0,-1.8369701987210297e-16,0,0,datacenter,0,1,0,3,1,0,33,0.030303030303030276,11.06060606060606,29,4,6.9393939393939394,1704219780,1,3,11,0,0.9798375862984074,-0.2948986158718223,1.0,HOUR_DEV_7H,0.71,LOW
2024-01-02 18:55:00,tchan,user,100.73.32.1,vpn,radius,1,normal,0,18,1,-1.0,-1.8369701987210297e-16,0,0,cgnat,0,0,0,1,0,0,59,0.03389830508474578,13.474576271186441,59,2,4.525423728813559,1704221700,1,8,4,0,-1.4169222892993152,-0.3342690927208483,0.0,NONE,0.0,INFO
2024-01-02 21:12:00,svc_monitor,service,69.252.88.8,router-mgmt,tacacs,1,normal,0,21,1,-0.7071067811865477,0.7071067811865474,0,0,datacenter,0,1,0,2,1,0,179,0.016759776536312887,11.659217877094973,160,2,9.340782122905027,1704229920,1,3,1,0,2.252669040385919,-0.6966044482795759,1.0,HOUR_DEV_9H,0.71,LOW
2024-01-02 22:03:00,svc_deploy,service,184.29.66.11,deploy-host,tacacs,1,normal,0,22,1,-0.5000000000000004,0.8660254037844384,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,10.71938775510204,1704232980,1,3,1,0,2.5775220984495197,-0.4621341516251674,1.0,HOUR_DEV_11H,0.71,LOW
2024-01-02 22:07:00,svc_deploy,service,162.150.19.1,git-runner,tacacs,1,normal,0,22,1,-0.5000000000000004,0.8660254037844384,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,10.71938775510204,1704233220,2,0,-1,1,2.654672689508301,-0.8138861983445704,2.5,DBSCAN_OUTLIER | HOUR_DEV_11H,1.79,LOW
2024-01-02 23:44:00,svc_backup,service,184.29.67.3,backup-svr,tacacs,1,normal,0,23,1,-0.25881904510252157,0.9659258262890681,1,0,datacenter,0,1,0,2,1,0,97,0.030927835051546393,11.762886597938145,89,4,11.237113402061855,1704239040,1,4,0,0,3.0423979155973835,0.5081330872659936,1.0,HOUR_DEV_11H,0.71,LOW
2024-01-03 01:56:00,svc_deploy,service,162.150.9.10,git-runner,tacacs,1,normal,0,1,2,0.25881904510252074,0.9659258262890683,1,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,10.28061224489796,1704246960,1,4,8,0,3.474782520699438,0.3827942424167074,1.0,HOUR_DEV_10H,0.71,LOW
2024-01-03 02:37:00,svc_backup,service,69.252.86.6,backup-svr,tacacs,1,normal,0,2,2,0.49999999999999994,0.8660254037844387,1,0,datacenter,0,1,0,2,1,0,97,0.030927835051546393,11.762886597938145,89,4,9.762886597938145,1704249420,1,4,0,0,2.847088548471413,0.5815118457249758,1.0,HOUR_DEV_10H,0.71,LOW
2024-01-03 02:46:00,svc_deploy,service,184.29.50.17,git-runner,tacacs,1,normal,0,2,2,0.49999999999999994,0.8660254037844387,1,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,9.28061224489796,1704249960,1,4,8,0,3.306589231510187,0.3689436001481536,1.0,HOUR_DEV_9H,0.71,LOW
2024-01-03 05:08:00,svc_backup,service,162.150.3.16,backup-svr,tacacs,1,normal,0,5,2,0.9659258262890683,0.25881904510252074,1,0,datacenter,0,1,0,2,1,0,97,0.030927835051546393,11.762886597938145,89,4,6.762886597938145,1704258480,1,4,0,0,2.145101353588012,0.40300846158003384,1.0,HOUR_DEV_7H,0.71,LOW
2024-01-03 05:38:00,svc_monitor,service,172.17.208.15,router-mgmt,tacacs,1,normal,0,5,2,0.9659258262890683,0.25881904510252074,1,0,rfc1918_mgmt,0,0,1,2,1,0,179,0.016759776536312887,11.659217877094973,160,2,6.659217877094973,1704260280,1,4,12,0,1.4058684488022746,0.4461736781176631,1.0,HOUR_DEV_7H,0.71,LOW
2024-01-03 07:34:00,mwilliams,user,73.21.0.1,sharepoint,radius,1,normal,0,7,2,0.9659258262890683,-0.25881904510252063,0,0,cable_customer,0,0,0,1,0,0,36,0.05555555555555558,11.722222222222221,35,3,4.722222222222221,1704267240,1,8,4,0,-1.5904690812065423,0.15944402750015044,0.0,NONE,0.0,INFO
2024-01-03 08:02:00,svc_backup,service,69.252.91.17,storage-mgmt,tacacs,1,normal,0,8,2,0.8660254037844387,-0.4999999999999998,0,0,datacenter,0,1,0,2,1,0,97,0.030927835051546393,11.762886597938145,89,4,3.762886597938145,1704268920,1,1,13,0,0.4727308850665061,-0.6112598604563854,0.0,NONE,0.0,INFO
2024-01-03 08:28:00,svc_deploy,service,184.29.61.17,git-runner,tacacs,1,normal,0,8,2,0.8660254037844387,-0.4999999999999998,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,3.2806122448979593,1704270480,1,1,1,0,0.93223156810528,-0.8238281060332076,0.0,NONE,0.0,INFO
2024-01-03 08:51:00,svc_monitor,service,184.29.57.1,router-mgmt,tacacs,1,normal,0,8,2,0.8660254037844387,-0.4999999999999998,0,0,datacenter,0,1,0,2,1,0,179,0.016759776536312887,11.659217877094973,160,2,3.6592178770949726,1704271860,1,1,1,0,0.9316870968054286,-0.9124256798866729,0.0,NONE,0.0,INFO
2024-01-03 08:59:00,svc_backup,service,162.150.0.14,backup-svr,tacacs,1,normal,0,8,2,0.8660254037844387,-0.4999999999999998,0,0,datacenter,0,1,0,2,1,0,97,0.030927835051546393,11.762886597938145,89,4,3.762886597938145,1704272340,1,1,13,0,0.4727308850665061,-0.6112598604563854,0.0,NONE,0.0,INFO
2024-01-03 11:04:00,net_admin2,admin,172.18.224.15,switch-mgmt,tacacs,1,normal,0,11,2,0.258819045102521,-0.9659258262890682,0,0,rfc1918_mgmt,0,0,1,3,1,0,56,0.017857142857142905,11.5,51,2,0.5,1704279840,1,2,7,0,-1.3610444535886583,-0.31157612939202023,0.0,NONE,0.0,INFO
2024-01-03 11:19:00,tchan,user,10.4.160.10,vpn,radius,1,normal,0,11,2,0.258819045102521,-0.9659258262890682,0,0,rfc1918_corp,0,0,1,1,0,0,59,0.03389830508474578,13.474576271186441,59,2,2.474576271186441,1704280740,1,5,2,0,-2.587373350663067,-0.39107826155717196,0.0,NONE,0.0,INFO
2024-01-03 12:17:00,svc_backup,service,69.252.91.16,backup-svr,tacacs,1,normal,0,12,2,1.2246467991473532e-16,-1.0,0,0,datacenter,0,1,0,2,1,0,97,0.030927835051546393,11.762886597938145,89,4,0.23711340206185483,1704284220,1,1,13,0,-0.31253097532765983,-1.0443504217356394,0.0,NONE,0.0,INFO
2024-01-03 12:40:00,svc_backup,service,184.29.64.5,backup-svr,tacacs,1,normal,0,12,2,1.2246467991473532e-16,-1.0,0,0,datacenter,0,1,0,2,1,0,97,0.030927835051546393,11.762886597938145,89,4,0.23711340206185483,1704285600,1,1,13,0,-0.31253097532765983,-1.0443504217356394,0.0,NONE,0.0,INFO
2024-01-03 13:22:00,rjohnson,user,50.200.8.1,webmail,radius,1,normal,0,13,2,-0.2588190451025208,-0.9659258262890683,0,0,vpn_egress,0,0,0,1,0,0,29,0.0,10.137931034482758,27,2,2.862068965517242,1704288120,1,8,4,0,-2.3471947645278637,-0.5330473970295732,0.0,NONE,0.0,INFO
2024-01-03 13:49:00,fieldtech_b,field,100.67.144.3,cmts-mgmt,radius,1,normal,0,13,2,-0.2588190451025208,-0.9659258262890683,0,0,cgnat,0,0,0,1,0,0,37,0.027027027027026973,11.567567567567568,37,2,1.4324324324324316,1704289740,1,8,4,0,-2.4678480958493623,-0.511889926816246,0.0,NONE,0.0,INFO
2024-01-03 13:58:00,svc_backup,service,185.220.47.100,intranet,radius,1,svc_account_interactive,1,13,2,-0.2588190451025208,-0.9659258262890683,0,0,external,1,0,0,2,0,1,97,0.030927835051546393,11.762886597938145,89,4,1.2371134020618548,1704290280,1,6,-1,1,-2.732688640909602,4.552295062003811,3.5,SVC_TARGET_MISMATCH | DBSCAN_OUTLIER,2.5,MEDIUM
2024-01-03 14:59:00,jsmith,user,96.12.240.200,vpn,radius,1,normal,0,14,2,-0.4999999999999997,-0.8660254037844388,0,0,cable_customer,0,0,0,1,0,0,61,0.049180327868852514,12.37704918032787,61,3,1.6229508196721305,1704293940,1,8,4,0,-2.2497107558109284,-0.5223189025394557,0.0,NONE,0.0,INFO
2024-01-03 15:08:00,svc_deploy,service,184.29.56.2,deploy-host,tacacs,1,normal,0,15,2,-0.7071067811865471,-0.7071067811865479,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,3.7193877551020407,1704294480,1,1,1,0,0.7680661329975206,-1.1808696565687358,0.0,NONE,0.0,INFO
2024-01-03 15:21:00,jsmith,user,100.80.88.2,vpn,radius,1,normal,0,15,2,-0.7071067811865471,-0.7071067811865479,0,0,cgnat,0,0,0,1,0,0,61,0.049180327868852514,12.37704918032787,61,3,2.6229508196721305,1704295260,1,8,4,0,-2.0445696999887795,-0.48525687612290774,0.0,NONE,0.0,INFO
2024-01-03 16:02:00,fieldtech_a,field,10.2.224.10,provisioning,radius,1,normal,0,16,2,-0.8660254037844384,-0.5000000000000004,0,0,rfc1918_corp,0,0,1,1,0,0,59,0.10169491525423724,13.389830508474576,58,5,2.610169491525424,1704297720,1,5,2,0,-2.393898130893821,-0.2165126368905242,0.0,NONE,0.0,INFO
2024-01-03 16:15:00,mwilliams,user,50.200.5.1,intranet,radius,1,normal,0,16,2,-0.8660254037844384,-0.5000000000000004,0,0,vpn_egress,0,0,0,1,0,0,36,0.05555555555555558,11.722222222222221,35,3,4.277777777777779,1704298500,1,8,4,0,-1.900044428032209,-0.28912822101565705,0.0,NONE,0.0,INFO
2024-01-03 16:33:00,svc_deploy,service,184.29.53.8,git-runner,tacacs,1,normal,0,16,2,-0.8660254037844384,-0.5000000000000004,0,0,datacenter,0,1,0,2,1,0,196,0.05102040816326525,11.28061224489796,169,2,4.719387755102041,1704299580,1,3,1,0,1.004620325673107,-1.1207831884787762,0.0,NONE,0.0,INFO
2024-01-03 16:36:00,jsmith,user,10.2.32.10,vpn,radius,1,normal,0,16,2,-0.8660254037844384,-0.5000000000000004,0,0,rfc1918_corp,0,0,1,1,0,0,61,0.049180327868852514,12.37704918032787,61,3,3.6229508196721305,1704299760,1,5,2,0,-2.230681200177227,-0.3949235335411305,0.0,NONE,0.0,INFO
2024-01-03 16:59:00,svc_monitor,service,172.19.240.15,router-mgmt,tacacs,1,normal,0,16,2,-0.8660254037844384,-0.5000000000000004,0,0,rfc1918_mgmt,0,0,1,2,1,0,179,0.016759776536312887,11.659217877094973,160,2,4.340782122905027,1704301140,1,2,10,0,-0.28795189264719145,-0.891036351330888,0.0,NONE,0.0,INFO
